key,val
"[-0.05131512 -0.02941006  0.0755425   0.03467018 -0.01325745 -0.03797011
  0.04023677 -0.00712644  0.01485279 -0.03904475 -0.00999971 -0.03244685
  0.00406202 -0.00345739]",10
"[-0.04817715 -0.03907504 -0.05387825  0.03163068 -0.02601783 -0.04254044
  0.05865679 -0.0337518  -0.00520126 -0.03380205 -0.03847507 -0.00544027
 -0.00523638 -0.00165937]",4
"[-0.04966265 -0.05317749  0.05758924  0.03717867  0.0312348   0.0429747
 -0.00533853 -0.01166368  0.07046439  0.05576038 -0.06630343  0.01548985
 -0.00336103 -0.00402956]",5
"[-0.04142474  0.0129905   0.02338181 -0.09470212 -0.01286447 -0.00862114
 -0.03902311 -0.0302324   0.02603909 -0.02797187  0.06965626  0.065625
 -0.01011993  0.004484  ]",6
"[-0.04217008  0.06091471 -0.00687347 -0.00172899  0.03162818  0.07349811
  0.03392355  0.0390473   0.00550864  0.01353562  0.00061439  0.01568827
 -0.01339259  0.00069439]",5
"[-0.04426254 -0.05015381 -0.05936431  0.02116188 -0.01996642 -0.02839139
  0.04754856  0.0403174  -0.04237715 -0.04337852 -0.00709209  0.01945596
 -0.00659571 -0.19723911]",1
"[-0.04387069  0.05326878  0.05726766  0.08681805  0.0834338  -0.00977412
 -0.01405623  0.06512087  0.08276238 -0.00722188  0.03663091 -0.01397233
 -0.01172518 -0.00155118]",1
"[-0.05351919  0.04493179  0.10837354  0.00032892  0.00686718 -0.01496805
 -0.01688542  0.07386142 -0.02773136  0.05567709 -0.06541675 -0.04152001
  0.0109516  -0.00211489]",2
"[-0.04129525 -0.02384477  0.08590927 -0.00423847  0.04757656  0.08107535
  0.00120612  0.041326    0.03692514 -0.03048344  0.04993549  0.04356773
 -0.01071842  0.00412363]",3
"[-0.05046799  0.06834864 -0.00944131  0.02871105 -0.00681685  0.0238479
  0.06022883 -0.00477071 -0.01475847 -0.01170763  0.00885364 -0.10050894
  0.00320825 -0.00563702]",3
"[-0.0419972   0.07729791 -0.02351781  0.04286649  0.02964187 -0.00234413
  0.01035567  0.04338244  0.08343476  0.02083303  0.06052863  0.07379733
  0.56491054 -0.00480308]",1
"[-0.0428648   0.07223027 -0.00099004 -0.00425537  0.02799853 -0.00530413
  0.07924757 -0.03731566  0.00838176 -0.01662394 -0.11953445  0.09334531
 -0.02599248 -0.00074903]",2
"[-0.04645568 -0.03657687  0.07051328 -0.00400696  0.0561854   0.00885835
 -0.02178439 -0.05120937  0.01345467 -0.08443157  0.00032594  0.00036444
 -0.0060786   0.00427023]",4
"[-0.04292355 -0.02451627 -0.02883175 -0.0224918   0.00095774 -0.04859462
 -0.02948426 -0.06920218  0.08448003 -0.00971698  0.02154216  0.06881184
 -0.01550841  0.00003783]",2
"[-0.04641639 -0.05229524 -0.01523662 -0.07098215 -0.03493019  0.0060812
 -0.04689465  0.03366214 -0.03416883  0.04020448  0.00027862  0.03238336
  0.0033727   0.00527809]",1
"[-0.0465916  -0.03723026 -0.03099041 -0.02992096  0.01293266  0.08310463
 -0.01496188 -0.03513723 -0.01124597 -0.00805447  0.01945274 -0.03542324
 -0.00021992  0.00251237]",8
"[-0.0281872  -0.0490447  -0.04715176  0.02806052  0.02367751  0.00299463
 -0.04859211 -0.06360549 -0.09869776  0.06231952  0.0995542   0.11754265
 -0.01391379  0.00503454]",1
"[-0.03421853  0.05812478  0.02692413 -0.03531868 -0.08840332  0.14495438
 -0.17102232  0.07154969  0.01526789 -0.04915729 -0.11603243 -0.13749397
  0.02166213 -0.01858147]",1
"[-0.00713864  0.03347283  0.00815949  0.05275267 -0.06812587  0.07024433
 -0.07028893 -0.05440238  0.01106032 -0.05749988 -0.08898735  0.17002953
 -0.02636336 -0.07310117]",1
"[-0.04070968 -0.05539364 -0.06304127 -0.00711605  0.03080518  0.0058464
  0.00220324  0.00808709 -0.04339934 -0.07656197  0.00045719  0.04344514
 -0.01400979  0.00994633]",6
"[-0.04156737  0.07585303 -0.01312045  0.02553656  0.0368057   0.03396588
  0.02550866  0.01471168  0.07617292  0.0296683   0.01448209  0.02993224
 -0.01886865 -0.00342699]",2
"[-0.04466752  0.05710198 -0.00373056 -0.02576877  0.01027096 -0.01334651
 -0.00995609  0.04735634 -0.03138069 -0.00584171  0.00927579 -0.00021034
 -0.00493226  0.00348961]",3
"[-0.0463483   0.05838319 -0.01332714  0.01086437  0.00442621  0.04675534
  0.08126425  0.0771944  -0.09619003 -0.02139953 -0.04420838 -0.03525425
 -0.00298691  0.0024271 ]",1
"[-0.03917854 -0.00078519  0.00603941 -0.05033592 -0.00605265  0.08926293
  0.02196558  0.0186799   0.03414905  0.00076558  0.07373474  0.06154494
 -0.01361875  0.00243862]",3
"[-0.0098111   0.03190788 -0.00097607  0.08467361 -0.11292336 -0.0055748
 -0.06097175 -0.00955318  0.00647342 -0.06093269 -0.03772332  0.12240668
 -0.01610635 -0.0964733 ]",1
"[-0.03401721 -0.03452543 -0.04335419  0.08196983 -0.04987218 -0.02850014
  0.02235966 -0.01237813 -0.09935851  0.0942404   0.13432724  0.03365758
  0.0014928  -0.00410601]",1
"[-0.03913866  0.01286452 -0.05646461  0.02281286  0.05565299 -0.00122095
 -0.02668317  0.08096199  0.02732029  0.04991765 -0.04617803  0.09611644
 -0.02198623  0.00537618]",1
"[-0.05099329 -0.03073854 -0.0264349   0.00511275 -0.04996861  0.04068775
  0.04121692  0.00479297 -0.00997952  0.03305704  0.01009964 -0.06514377
  0.00896546 -0.00448732]",6
"[-0.04494062 -0.0339603  -0.02497697 -0.02965505  0.01483652  0.07626882
 -0.01783094 -0.0579443   0.06693872  0.06267584 -0.03696822  0.05105843
 -0.01169813 -0.0015715 ]",3
"[-0.04032943  0.04796247 -0.02088394 -0.00984148  0.04765998  0.04754745
  0.01212657  0.05809663 -0.04437006 -0.0475266   0.02650073  0.00848978
 -0.01297606  0.00729427]",5
"[-0.01418161  0.03691918 -0.00186345  0.09774863 -0.11378786  0.04233253
 -0.07996272 -0.02228716  0.01124643 -0.04823337  0.02072255  0.0129071
 -0.00199683 -0.03512211]",2
"[-0.04677898  0.07540978 -0.004791    0.02702837  0.0001209  -0.01334685
  0.06037523 -0.03204343  0.05419088  0.00814864 -0.02122387 -0.00480916
 -0.01175968 -0.00714684]",3
"[-0.03668859 -0.05676698  0.03708972  0.13248197 -0.00416934 -0.04203284
  0.00867943  0.01529969 -0.09642283  0.06817192  0.1093494   0.01193521
  0.00555061 -0.00330305]",1
"[-0.04675152 -0.01887069 -0.02487001  0.00797563 -0.053745   -0.08548292
  0.0193722  -0.03447646  0.08558141  0.02603604  0.01340816  0.04296509
 -0.00752025 -0.00604952]",1
"[-0.04996298  0.01925583  0.10590738 -0.03553593  0.03914425  0.0100556
 -0.04398482  0.02418969 -0.04133822 -0.01645469 -0.03380532 -0.02365215
  0.00513351  0.0042005 ]",1
"[-0.04547466  0.01640346  0.05862525  0.04807486  0.05982375 -0.02684829
  0.04062913  0.06674046 -0.07370857 -0.1164179  -0.02288144 -0.02119973
 -0.00610382  0.00721082]",1
"[-0.00694537  0.02837739 -0.00111104  0.06328994 -0.08034751  0.03776265
 -0.08135104 -0.00781637 -0.00699682 -0.06790092 -0.04742398  0.14984058
 -0.02150954 -0.01721227]",1
"[-0.0530558  -0.05387808  0.05337881  0.05077894  0.0044349   0.03302188
  0.01976578  0.02694766 -0.00721906  0.00130171 -0.01358429 -0.082755
  0.01175271 -0.00271612]",2
"[-0.04838541 -0.05573094  0.071424   -0.01073272  0.0262756   0.02061666
 -0.08330675  0.02368154  0.04758499  0.03272251  0.03615957 -0.01108815
  0.00564219  0.00166005]",1
"[-0.04053631  0.02344127  0.05972137  0.04032957  0.10024236  0.03418513
 -0.00253275  0.08010417 -0.00249189 -0.05166327 -0.01374899  0.04120419
 -0.01722044  0.0074991 ]",1
"[-0.04575279  0.07358207 -0.01556021  0.02388868  0.03409377  0.03976996
  0.02172152 -0.00535652  0.02736795 -0.00420855  0.02424725 -0.05121005
 -0.00749992 -0.00300839]",2
"[-0.04807752 -0.00644685  0.11170552  0.00618175 -0.04226064  0.01790828
  0.00374     0.08807497  0.07011692  0.05057085  0.10854378 -0.02307406
  0.00931894 -0.00559512]",1
"[-0.0153626   0.0334029  -0.00692391  0.10933887 -0.12763151  0.04320331
 -0.08535709  0.01506704 -0.0025566  -0.04463149  0.0655432  -0.03252574
  0.006066   -0.04090078]",2
"[-0.04179942  0.01047539  0.02752883 -0.07303688 -0.0364224   0.06619716
 -0.02861251  0.0276785   0.06614352  0.04295267  0.14118554  0.02300122
 -0.00226534 -0.00066256]",1
"[-0.04696444 -0.02712071  0.08772206 -0.00749979  0.03183691  0.07579743
  0.02437779  0.00983132 -0.02778137 -0.06092406  0.00939148 -0.02325474
  0.00012555  0.00348287]",1
"[-0.03871446  0.06446428 -0.03336069  0.04082618  0.02624797 -0.03148608
 -0.00373476  0.10839236  0.04953281  0.00473734  0.09161695  0.02649525
 -0.01542192  0.00177563]",1
"[-0.05353386 -0.01351519  0.1045765   0.01316555 -0.02945502  0.02220951
  0.04732325 -0.01990697  0.03712614  0.01859247 -0.01699598 -0.04526364
  0.00853401 -0.00811372]",1
"[-0.04496793 -0.05443147 -0.01673569 -0.08251072 -0.01423122  0.02003941
 -0.06538143  0.02052227 -0.03458558  0.02667591  0.00335642  0.0421635
  0.00035006  0.00758148]",6
"[-0.04041325  0.04541487 -0.0207976  -0.01749677  0.05527821  0.01652753
  0.02097028 -0.00186433 -0.04374223 -0.08963008 -0.00560211  0.02874952
 -0.01828313  0.00783343]",2
"[-0.04924421  0.06190037 -0.01321882  0.00726429  0.03007374  0.03567303
  0.0335066  -0.06297418 -0.02560155 -0.06620237  0.00840833 -0.10128372
 -0.00096199 -0.00166068]",1
"[-0.03879404  0.02560759  0.06255164  0.06545848  0.04902602 -0.0455066
  0.00977818  0.13593439  0.06374595 -0.00882915  0.03822637  0.08606365
 -0.01898287  0.00294056]",1
"[-0.01674507  0.04307067  0.00213718  0.11575856 -0.14553047  0.01809284
 -0.0475814  -0.01303166  0.01696484 -0.02480265  0.00329973  0.00254514
  0.00168497 -0.02951664]",2
"[-0.04856044  0.05163761  0.05512498  0.09251956  0.0561639  -0.05428936
  0.00895941  0.0657524   0.01786896 -0.04164773  0.01475293 -0.06948612
 -0.00114832 -0.0015346 ]",1
"[-0.03996162  0.05933972 -0.01803762  0.00429532  0.04525967  0.01412965
  0.02522408  0.01333847  0.01895228 -0.03260321  0.00336443  0.0476393
 -0.0209938   0.00282588]",2
"[-0.04962498 -0.0287076  -0.01934573  0.00416587 -0.06380849  0.01906041
  0.05229014  0.01381406  0.0289885   0.08221016 -0.03298965  0.00688691
  0.00152646 -0.00679925]",1
"[-0.04064878  0.05518158  0.08080722  0.11550327  0.03499236 -0.0532566
  0.04051837 -0.06922577 -0.12569768  0.04607864 -0.01750802  0.00010087
 -0.00046059 -0.00648474]",1
"[-0.04280371 -0.0523053  -0.06087406  0.0095507   0.00088086 -0.01433278
  0.02892945  0.02708327 -0.04279685 -0.0570038  -0.0039924   0.02930605
 -0.00963999  0.00661633]",9
"[-0.04883752 -0.0288828  -0.00578726 -0.03638453 -0.06406273  0.00404985
 -0.02976138  0.02433866  0.04554801  0.0879642   0.05450034 -0.01045582
  0.00810243 -0.00410998]",1
"[-0.03366284  0.05783642  0.00518562 -0.0105822  -0.06857104  0.11925603
 -0.10055244  0.06664814 -0.0760196  -0.14000818 -0.2037726  -0.12502884
  0.01447048 -0.01358126]",1
"[-0.03914206  0.06864583  0.02652832 -0.00165203 -0.15145031  0.05734784
 -0.10772716  0.12703012 -0.03125966 -0.03016472 -0.17312651 -0.15226921
  0.0301774  -0.0226181 ]",1
"[-0.04878019  0.00173857  0.0119221  -0.02229814 -0.07798826  0.04608988
  0.09532738  0.02285882 -0.02942601  0.007054    0.02483465 -0.03182985
  0.00543143 -0.00445567]",1
"[-0.03836124 -0.00652433 -0.00704385 -0.02425358 -0.02596197  0.01328669
  0.01477141  0.04534501  0.07504309  0.021659    0.0872404   0.09277039
 -0.01606175  0.00054603]",1
"[-0.04827616  0.01719413  0.09846589 -0.04328068  0.06193042 -0.04445207
 -0.07888673 -0.03152308 -0.0167495  -0.06828475 -0.01623599 -0.00508064
 -0.00112275  0.00648176]",1
"[-0.04791242 -0.01437576  0.08092981  0.03047003  0.01962304 -0.0269713
  0.01135144 -0.06382658  0.10297788 -0.02746617  0.00821424  0.01316564
 -0.00798537 -0.00542619]",1
"[-0.04469399 -0.0442121  -0.05748314  0.00390761  0.02375755 -0.00897488
  0.01420107 -0.06534958 -0.00620344 -0.06633463 -0.03107373  0.01807834
 -0.01250501  0.00387967]",2
"[-0.04741666  0.06020169 -0.01021445 -0.0049635   0.00891937 -0.03002332
  0.02631873 -0.00581371 -0.04233597 -0.04869704 -0.01554084 -0.03616512
 -0.00395271  0.00114125]",1
"[-0.04374502  0.07071738 -0.02753899  0.02494603  0.04109941 -0.02009631
 -0.00472068  0.01862584  0.01431637 -0.03560578  0.04428621 -0.03328788
 -0.00968045  0.00107177]",1
"[-0.04552278  0.06776957 -0.01422062 -0.00792043  0.05409809  0.03782505
  0.03383603 -0.02387944 -0.05791805 -0.05901869 -0.05753552 -0.02313948
 -0.01121217  0.00365312]",1
"[-0.03943641  0.05439559 -0.02470754  0.03432746  0.01748097  0.04136467
  0.02035802  0.11470966  0.04587275  0.03789538  0.08098     0.01851537
 -0.01289857 -0.00005197]",1
"[-0.04657362  0.00983108  0.00186502 -0.00943591 -0.04512269 -0.02628018
  0.04203932 -0.07941578  0.1004256   0.0110484   0.03036058  0.0258904
 -0.00926238 -0.00834825]",1
"[-0.0462632   0.05828608  0.01199996 -0.06897751  0.00423807 -0.06881403
 -0.06772405  0.01057786 -0.02287917  0.00416079 -0.00522458  0.02022797
 -0.0027583   0.00451365]",1
"[-0.04895732 -0.06771514  0.05965364  0.00815864 -0.00102214 -0.02980261
 -0.07758543  0.07697797  0.03573695  0.04895589  0.03777721 -0.00558365
  0.00914451  0.00158518]",1
"[-0.05025563  0.03799286  0.09381109 -0.00795094  0.03106276 -0.09507696
 -0.06454368  0.05023965 -0.0195634  -0.00956912 -0.03300954 -0.01041425
  0.00405626  0.00321584]",1
"[-0.04569235  0.06654725  0.03217006 -0.04464623 -0.02754627  0.00564757
  0.08084466 -0.00095748  0.0028435   0.06860713 -0.14773691  0.11757809
 -0.01759259 -0.00377957]",3
"[-0.04812853  0.00132777 -0.0609992   0.03994828  0.01655132 -0.05835495
 -0.03555925  0.00774845  0.03145842  0.03352893 -0.02206954 -0.02239561
 -0.0034402  -0.00125271]",10
"[-0.0504145  -0.03596623  0.06759945  0.03878793  0.02604598  0.01582113
  0.00355922 -0.05829744  0.09886362  0.03324587 -0.05274596  0.0074323
 -0.00482623 -0.00684136]",2
"[-0.0524622   0.02339668  0.10450087 -0.00854801 -0.00453269 -0.05148381
 -0.01331052  0.0546045  -0.04018173 -0.00293202 -0.03120481 -0.03805271
  0.01055995  0.00035055]",1
"[-0.0445868   0.0539518  -0.01863523 -0.00775273  0.04130348  0.05782107
  0.03131663  0.0421002  -0.09016359 -0.05767597 -0.00923303 -0.0445799
 -0.0051204   0.0062394 ]",1
"[-0.01127718  0.03448744 -0.00156862  0.08034661 -0.09103491  0.05040921
 -0.08924814 -0.02938217  0.00685443 -0.05978099 -0.00469426  0.06223247
 -0.01008709 -0.02174317]",2
"[-0.04746187 -0.00891159 -0.00612462 -0.02524865 -0.04207103 -0.01304851
  0.03883268 -0.04552563  0.01157706 -0.02401501  0.01748956 -0.00274433
 -0.00246211 -0.0023809 ]",8
"[-0.04958135 -0.04762746 -0.01196099 -0.04579191 -0.08015804 -0.02441731
 -0.0065003   0.06237299 -0.03325817  0.06976511 -0.00644674  0.01101328
  0.00997727  0.00024508]",3
"[-0.01209078  0.03414284 -0.00487873  0.07902709 -0.07703057  0.07181648
 -0.11513979 -0.04430703  0.0093929  -0.07003225  0.03165714  0.01831182
 -0.00572003 -0.02144772]",2
"[-0.04497131 -0.04725188 -0.05421763  0.01787136 -0.01580831  0.00698604
  0.05394516  0.02971942 -0.04010444 -0.02831189 -0.02015553  0.01159352
 -0.00601211  0.00309819]",4
"[-0.05060032 -0.05345051  0.05934287  0.04117896  0.00613122  0.02187163
  0.01696332  0.02610613  0.03143619  0.04030077 -0.0543636  -0.00338366
  0.002045   -0.00329919]",1
"[-0.01123624  0.03272179  0.002307    0.09436637 -0.1337525   0.02483961
 -0.03772223  0.03906394 -0.0131715  -0.02638034 -0.037441    0.09959505
 -0.00991183 -0.02321641]",1
"[-0.05003727 -0.07313641  0.06619003 -0.01291287 -0.00279584 -0.01660091
 -0.04845637  0.06995324 -0.03095993  0.02300442 -0.02671695  0.00424983
  0.00941191  0.00457112]",4
"[-0.04829939  0.00172466 -0.0390713  -0.03440637  0.0489346   0.03958379
 -0.05754085  0.03188776 -0.09128524  0.0305768  -0.10019065 -0.01661897
  0.00032919  0.00802852]",2
"[-0.04328059  0.05231502 -0.01782963  0.01364704  0.0054877   0.01910862
  0.04979179  0.08486678 -0.0435204  -0.01996338  0.02022963 -0.01143665
 -0.00681771  0.00260124]",1
"[-0.04800703 -0.03428893  0.07211878  0.00834055  0.03401608 -0.00609173
 -0.00198451 -0.03713601  0.01390099 -0.0699422  -0.00297035 -0.01011032
 -0.00284126  0.00180324]",8
"[-0.03945144 -0.04316444  0.05858232  0.12664103 -0.00465859  0.04894486
  0.05755191 -0.03116749 -0.07807516  0.12959111  0.02147293  0.02044601
  0.00345212 -0.00944681]",1
"[-0.04193494  0.07659587 -0.02241709  0.04216755  0.02721761 -0.00333156
  0.00902098  0.04411838  0.0800383   0.02571469  0.06004479  0.00278132
 -0.01424823 -0.00352431]",1
"[-0.04100279  0.06146465 -0.0101639   0.02876682 -0.00058252  0.0457877
  0.07844182  0.09084515  0.02545502  0.04086728  0.00156882  0.04789592
 -0.01609917 -0.00227559]",1
