key,val
"[-0.05170249  0.04195921 -0.00599089 -0.0124063   0.02892429  0.05218654
 -0.02023764 -0.00913929 -0.02043421  0.00597707  0.04169572  0.01728022
  0.00723534 -0.00608005]",10
"[-0.04389098 -0.03750635 -0.02198665  0.02907814 -0.02590054  0.00856358
 -0.01656869 -0.08638778  0.02255016 -0.053014   -0.05901031 -0.06369034
 -0.00199446  0.00527172]",1
"[-0.04473447 -0.04163257 -0.01575644  0.04487818 -0.00275278  0.03276365
 -0.01738764  0.02777924  0.05675006 -0.05524846  0.00181618 -0.02873917
 -0.00011764  0.00240944]",4
"[-0.0385995   0.04538551 -0.02699278 -0.02731487 -0.03446673 -0.01618825
 -0.01981266  0.09113063  0.12606122  0.03391591 -0.02363286 -0.07617483
 -0.00321193 -0.00059337]",1
"[-0.0476006   0.04086939 -0.02920533 -0.03890879 -0.0323347   0.06383367
  0.03955845 -0.00139096 -0.0022552   0.00192257  0.0356012  -0.00196543
  0.00256234 -0.0007169 ]",13
"[-0.04447505  0.02637983 -0.0192108   0.00480446  0.01267433 -0.04798336
 -0.0473163  -0.03483263  0.05106162 -0.08127057 -0.05546865 -0.00967846
  0.00704595  0.00930521]",1
"[-0.01266023  0.02555952  0.03890676  0.03268939  0.08833548 -0.00719939
  0.13107322 -0.00929207  0.05610204  0.0573006  -0.00436428 -0.04360606
 -0.00345694  0.02308804]",1
"[-0.05089876 -0.06069077  0.05885729 -0.05067528  0.01032366 -0.02730028
 -0.03061986 -0.01311399  0.04422573  0.03524918 -0.0270489   0.0164254
 -0.00364053 -0.00047074]",3
"[-0.00815169  0.02074704  0.03147263  0.02419826  0.06275017 -0.00354211
  0.12970547 -0.00873208  0.07270698  0.07729221  0.02350131 -0.13152518
 -0.00963859  0.07026555]",1
"[-0.0476037   0.03115804 -0.04249374 -0.01860591  0.02758125  0.01109283
  0.01454199 -0.00748525 -0.05092685 -0.02167238 -0.04353708  0.02194342
  0.01170493  0.00486944]",1
"[-0.00579997  0.01711403  0.02159655  0.022246    0.07773453 -0.00501865
  0.11286594 -0.03940167  0.0325403   0.05641812  0.06790854 -0.21230292
 -0.00916679  0.00387039]",1
"[-0.04958386 -0.0699074   0.05031374 -0.03464917  0.04963719 -0.02699395
 -0.0432673   0.03804176  0.03384109 -0.05243891  0.04962908  0.00310294
  0.00267032 -0.00193839]",3
"[-0.05028138 -0.05354362 -0.04313234  0.06641152 -0.01159307 -0.01708347
  0.03012665  0.02428701 -0.03210892  0.06000239  0.0166001   0.04183162
 -0.00086193 -0.00284453]",3
"[-0.044733   -0.05770013 -0.04343201  0.04065906 -0.05846976  0.02011783
  0.04335811 -0.03665879  0.01080026 -0.07371648  0.03672934 -0.02952212
 -0.00346476  0.00513727]",1
"[-0.03484818 -0.03129321  0.03055066  0.08805513 -0.04165668 -0.02489403
  0.0662991   0.1045301  -0.06269432 -0.01217503 -0.04493336  0.02454054
  0.0010891   0.00756799]",1
"[-0.04604328  0.03825919 -0.03396327 -0.00419771  0.04889531 -0.0325302
 -0.03194198  0.00633264 -0.01077991 -0.06588959 -0.0224919   0.00506475
  0.01329888  0.00460392]",1
"[-0.0481143  -0.03659352 -0.02692866  0.02092353 -0.04172374  0.05136145
  0.03498279 -0.05082064 -0.01276274  0.03177688 -0.04289642 -0.00574456
 -0.00356633  0.00187412]",5
"[-0.04510728 -0.07806976  0.02573073 -0.04906263 -0.0034608  -0.02566827
  0.00855592  0.05684647  0.05715291 -0.09243147  0.07547062 -0.01915668
 -0.00079007  0.00332377]",2
"[-0.0444699  -0.03093165 -0.02970735  0.01331377 -0.02244595  0.05276625
  0.01733478 -0.02434234  0.00633382 -0.01985678 -0.04539715 -0.0427966
 -0.00051803  0.00345881]",1
